sigma_PC1_major,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5
0.5,0.0,0.0,0.0,0.0,0.0,11.764705882352942,10.256410256410257,11.363636363636363,10.416666666666666
0.75,0.0,0.0,0.0,19.402985074626866,16.666666666666668,16.0,17.24137931034483,15.873015873015873,18.055555555555557
1.0,11.428571428571429,17.803030303030305,22.478386167146976,22.276029055690074,22.22222222222222,22.413793103448278,22.5609756097561,22.28187919463087,21.1864406779661
1.25,17.972350230414747,26.96969696969697,30.048076923076923,29.20696324951644,29.487179487179485,29.166666666666668,27.82608695652174,25.0,22.916666666666668
1.5,25.0,35.714285714285715,34.69387755102041,33.72093023255814,31.428571428571427,28.688524590163933,26.08695652173913,24.203821656050955,22.674418604651162
1.75,30.434782608695652,34.375,33.27556325823224,32.50345781466113,29.508196721311474,27.00729927007299,25.46583850931677,23.076923076923077,21.0
2.0,26.923076923076923,32.432432432432435,31.03448275862069,30.17241379310345,27.00729927007299,24.84472049689441,21.925133689839573,20.673076923076923,19.715956558061823
2.25,25.0,29.41176470588235,29.31726907630522,27.559055118110237,24.18300653594771,23.01166489925769,20.095693779904305,19.653179190751445,17.898832684824903
2.5,26.666666666666668,27.083333333333332,27.08585247883918,24.137931034482758,21.965317919075144,20.792079207920793,18.53448275862069,17.829457364341085,15.972222222222221
