date,new_event_id,event_id,v3_type,event_type_name,structure_id,cluster_id,n_member_cells,centroid_lon_unweighted,centroid_lat_unweighted,centroid_lon_tmax_weighted,centroid_lat_tmax_weighted,displacement_km,displacement_bearing_deg,nearest_cell_lon_old,nearest_cell_lat_old,nearest_cell_lon_new,nearest_cell_lat_new,nearest_cell_changed,sector_old,sector_new,tmax_min_c,tmax_max_c,tmax_mean_c,tmax_sd_c,tmax_weight_sum_c,structure_diameter_km,displacement_exceeds_diameter,weighted_inside_convex_hull,ellipse_area_km2,sector_changed
1998-05-25,4,4,3,Temporally clustered,1998-05-25_c0,0,157,30.13694267515924,14.621019108280256,30.041193869026472,14.70771334034666,14.08493641792965,312.9366242825223,30.5,14.5,30.5,14.5,0,0,0,26.97218894958496,46.17732238769531,41.43941316786845,3.747221949231861,6505.987867355347,2615.0124161192734,0,1,962162.0023783768,0
1998-05-25,4,4,3,Temporally clustered,1998-05-25_c1,1,217,61.70276497695853,17.352534562211982,61.6659049337068,18.033032868394308,75.4168996953064,357.0334651747729,61.5,17.5,61.5,18.5,1,0,0,29.282140731811523,49.01560974121094,33.736235579037995,5.885728559779785,7320.763120651245,3230.109570322261,0,1,1625493.7030477652,0
1998-05-26,4,4,3,Temporally clustered,1998-05-26_c0,0,147,29.289115646258505,15.071428571428571,29.17025410250766,15.146852413823988,15.261194125417203,303.16686023485016,29.5,15.5,29.5,15.5,0,0,0,24.943403244018555,45.78345489501953,40.92133272910605,3.7720592304763785,6015.435911178589,2767.4123338956488,0,1,1060954.1688765753,0
1998-05-26,4,4,3,Temporally clustered,1998-05-26_c1,1,220,61.263636363636365,17.454545454545453,61.08328815619943,18.173961726234214,81.88711253036892,346.5249775813928,61.5,17.5,61.5,18.5,1,0,0,29.144248962402344,48.82356643676758,34.430924658341844,6.342950931169932,7574.803424835205,3160.4996947720174,0,1,1691752.0450769467,0
1998-08-01,5,5,4,Mixed,1998-08-01_c0,0,306,31.83986928104575,36.69281045751634,31.843236411127688,35.9541178773414,81.96958920707812,179.78766295776865,31.5,36.5,31.5,35.5,1,0,0,24.766359329223636,43.67086791992188,32.88486817927142,5.060828332829308,10062.769662857056,3443.3338221304716,0,1,2848109.113559564,0
1998-08-01,5,5,4,Mixed,1998-08-01_c1,1,125,47.244,25.772,47.1768903491874,25.792305329741936,7.097147568200923,288.49383193618473,47.5,25.5,47.5,25.5,0,0,0,34.98282623291016,49.17113494873047,43.94786517333984,3.2853539062097736,5493.4831466674805,1814.0572994362203,0,1,661077.9083610123,0
1998-08-02,5,5,4,Mixed,1998-08-02_c0,0,536,35.600746268656714,33.46641791044776,36.35417728781264,32.47933928430957,130.17015600685585,147.0376099032465,35.5,33.5,36.5,32.5,1,0,0,20.82699203491211,49.10535430908203,36.227499652264726,6.528808903112493,19417.93981361389,3939.2593877549702,0,1,3569595.9451937084,0
1998-08-03,5,5,4,Mixed,1998-08-03_c0,0,604,35.688741721854306,32.63576158940398,36.4058103767787,31.74247621024345,119.93438004821654,145.48989882064478,35.5,32.5,36.5,31.5,1,0,0,19.233551025390625,49.41741180419922,36.68752285344711,6.481500095755512,22159.263803482056,4061.582238681694,0,1,3615479.093028261,0
1998-08-04,5,5,4,Mixed,1998-08-04_c0,0,580,35.536206896551725,32.87931034482759,36.20478344429391,32.02180485041656,113.99334277859076,146.35175638271917,35.5,32.5,36.5,32.5,1,0,0,20.70636367797852,49.18354415893555,36.5108164326898,6.326948067641677,21176.273530960083,4057.892161718735,0,1,3649266.40753449,0
1998-08-05,5,5,4,Mixed,1998-08-05_c0,0,553,36.17811934900543,33.096745027124776,36.88051891932417,32.21192926369727,118.19705766978882,145.92629257887063,36.5,33.5,36.5,32.5,1,0,0,19.87987518310547,48.50526809692383,36.14164803558405,6.438776691011046,19986.33136367798,3950.28101401268,0,1,3703596.123451647,0
1998-08-06,5,5,4,Mixed,1998-08-06_c0,0,527,37.83965844402277,32.48671726755218,38.69243149846711,31.59847326657092,127.23331109318671,140.49857773289597,37.5,32.5,38.5,31.5,1,0,1,21.71292495727539,49.13978958129883,36.33148736609906,6.792221818713228,19146.693841934204,3898.823381931991,0,1,3564418.3270001058,1
1998-08-07,5,5,4,Mixed,1998-08-07_c0,0,392,37.76020408163265,28.56122448979592,38.85545662109036,28.110581414312428,118.43894234443812,114.67939850995448,37.5,28.5,38.5,28.5,1,0,0,25.95762252807617,48.79407501220703,38.45486655040663,6.517863740033406,15074.3076877594,3979.705065002232,0,1,2477880.3267379995,0
1998-08-07,5,5,4,Mixed,1998-08-07_c1,1,19,36.92105263157895,42.81578947368421,36.95622249949766,42.82160164250247,2.947783826190141,77.33566060716,36.5,42.5,36.5,42.5,0,0,0,25.498519897460938,28.075183868408203,26.79743937442177,0.6449170442812798,509.1513481140137,653.2636955073223,0,1,80652.3182688105,0
1998-08-07,5,5,4,Mixed,1998-08-07_c2,2,41,49.64634146341464,41.426829268292686,49.59804277226645,41.435564400658514,4.151953382290979,283.52859884820725,49.5,41.5,49.5,41.5,0,0,0,25.64040184020996,38.19699096679688,31.607093671473063,2.180664613129412,1295.8908405303955,1016.5190393057024,0,1,179991.0790719367,0
1998-08-08,5,5,4,Mixed,1998-08-08_c0,0,403,38.85732009925558,28.15260545905707,39.76973575317651,27.829777969571523,96.6210547626263,111.5173843342886,38.5,28.5,39.5,27.5,1,0,0,27.142972946166992,48.478294372558594,38.973598740532736,6.053327023151292,15706.360292434692,4081.874618367594,0,1,2214239.7619901905,0
1998-08-08,5,5,4,Mixed,1998-08-08_c1,1,21,50.833333333333336,39.88095238095238,50.88927738247682,39.80837841454539,9.373218831170766,149.26320061551965,50.5,39.5,50.5,39.5,0,0,0,25.97357940673828,31.79817771911621,29.29530534290132,1.358568406130542,615.2014122009277,789.0448789857235,0,1,114202.7252076476,0
1998-08-09,5,5,4,Mixed,1998-08-09_c0,0,409,38.580684596577015,28.094132029339853,39.40555351988267,27.804056406527984,87.30680009016913,111.41049742249912,38.5,28.5,39.5,27.5,1,0,0,26.69875907897949,48.79649353027344,38.96401148378703,5.947092897833493,15936.280696868896,4083.7340950656912,0,1,2240514.6922152857,0
1998-08-09,5,5,4,Mixed,1998-08-09_c1,1,21,50.833333333333336,39.88095238095238,50.86882297787124,39.87207165063906,3.1921603630928663,107.9813709955841,50.5,39.5,50.5,39.5,0,0,0,25.96502494812012,32.06658935546875,28.52789560953776,1.1242594190368624,599.085807800293,789.0448789857235,0,1,114202.7252076476,0
1998-08-10,5,5,4,Mixed,1998-08-10_c0,0,423,39.08628841607565,27.97517730496454,39.9213363045259,27.694433788084343,87.94800235089939,110.52111714206268,39.5,27.5,39.5,27.5,0,0,0,26.63331413269043,49.205108642578125,39.32290479871962,6.131257925124109,16633.5887298584,4270.180512067562,0,1,2308170.909475237,0
1998-08-10,5,5,4,Mixed,1998-08-10_c1,1,18,51.05555555555556,39.333333333333336,51.10416833399216,39.28944684773325,6.427895581490397,139.2727334194215,51.5,39.5,51.5,39.5,0,0,0,28.028165817260746,32.45154571533203,30.137440787421333,1.1965164765818772,542.473934173584,700.7194799034778,0,1,100240.8655392581,0
1998-08-11,5,5,4,Mixed,1998-08-11_c0,0,399,40.33458646616541,27.357142857142858,41.126125203646914,27.14067236411224,81.97787099801195,106.8320279833798,40.5,27.5,41.5,27.5,1,0,0,26.72128677368164,51.12932586669922,39.74686206731581,6.008972436503454,15858.997964859009,4289.715187933852,0,1,2423554.8727614577,0
1998-08-11,5,5,4,Mixed,1998-08-11_c1,1,13,51.57692307692308,38.73076923076923,51.60950068433424,38.70959128487251,3.681556162410956,129.6757995027505,51.5,38.5,51.5,38.5,0,0,0,28.60233688354492,32.09407424926758,29.995623955359825,0.9883628289989196,389.9431114196777,475.1742618012972,0,1,67963.67271719004,0
1999-08-18,6,6,4,Mixed,1999-08-18_c0,0,338,35.73372781065089,37.89349112426036,36.436754343710064,37.4873777979399,76.65876829422271,125.79913381327928,35.5,37.5,36.5,37.5,1,0,0,21.884599685668945,49.24928283691406,33.070727432973285,6.15334992401881,11177.90587234497,3188.237183871009,0,1,1895533.5393579432,0
1999-08-18,6,6,4,Mixed,1999-08-18_c1,1,9,36.833333333333336,24.38888888888889,36.86062157997889,24.371360011592984,3.381385676028043,125.0374223039566,36.5,24.5,36.5,24.5,0,0,0,31.712596893310547,35.46982192993164,33.20941946241591,1.1679282232973862,298.8847751617432,486.56183063620756,0,1,45801.22164455371,0
1999-08-18,6,6,4,Mixed,1999-08-18_c2,2,32,50.40625,23.9375,50.20285818094221,23.762297472165887,28.387275331448933,226.91778985162424,50.5,23.5,50.5,23.5,0,0,0,34.995948791503906,46.502044677734375,41.93277072906494,4.405867006796946,1341.848663330078,1265.2035937518049,0,1,243528.6582754673,0
1999-08-18,6,6,4,Mixed,1999-08-18_c3,3,43,65.29069767441861,43.38372093023256,65.28595217874003,43.364958392842446,2.1197006291663336,190.4551797752384,65.5,43.5,65.5,43.5,0,0,0,38.32268524169922,42.249473571777344,40.0871959952421,0.9615836622849704,1723.7494277954102,783.922973347012,0,1,157381.31988863865,0
1999-08-19,6,6,4,Mixed,1999-08-19_c0,0,439,35.77107061503417,36.916856492027335,36.369756709471496,36.370257781427,80.90393932461411,138.3881523532878,35.5,36.5,36.5,36.5,1,0,0,21.783679962158203,49.72142028808594,34.256677123571585,6.446163530714788,15038.681257247925,3498.920518874651,0,1,2479754.599289447,0
1999-08-19,6,6,4,Mixed,1999-08-19_c1,1,18,52.16666666666666,25.38888888888889,52.02784075186592,25.26348954469391,19.70625170312537,225.20611605835848,52.5,25.5,52.5,25.5,0,0,0,35.03746032714844,46.21631240844727,39.259107165866425,4.421772542987101,706.6639289855957,963.9896571183714,0,1,140563.21489122315,0
1999-08-19,6,6,4,Mixed,1999-08-19_c2,2,43,65.29069767441861,43.38372093023256,65.23968325194552,43.35808770222461,5.020522044588212,235.4593972434223,65.5,43.5,65.5,43.5,0,0,0,37.454219818115234,42.2130241394043,40.52017735326013,1.2724205504567054,1742.3676261901855,783.922973347012,0,1,157381.31988863865,0
1999-08-20,6,6,4,Mixed,1999-08-20_c0,0,476,36.26890756302521,36.03361344537815,36.86996528046988,35.358391546361084,92.58553077539172,143.83946618382734,36.5,36.5,36.5,35.5,1,0,0,21.247821807861328,49.86648941040039,34.87038475325128,6.580935024142808,16598.303142547607,3650.95447254114,0,1,2784712.119733905,0
1999-08-20,6,6,4,Mixed,1999-08-20_c1,1,43,65.29069767441861,43.38372093023256,65.27719049488609,43.35909451354572,2.946879998839064,201.8120725101784,65.5,43.5,65.5,43.5,0,0,0,37.88683319091797,42.24287033081055,40.14913496860238,1.019418898736914,1726.4128036499023,783.922973347012,0,1,157381.31988863865,0
1999-08-21,6,6,4,Mixed,1999-08-21_c0,0,484,36.36570247933884,35.84504132231405,36.98714067179596,35.14263229497727,96.19140596819992,143.93187689300237,36.5,35.5,36.5,35.5,0,0,0,21.353395462036133,49.22573852539063,34.81964784417271,6.458495218210743,16852.70955657959,3598.1031352153163,0,1,2852465.018344411,0
1999-08-22,6,6,4,Mixed,1999-08-22_c0,0,430,37.74186046511628,34.61860465116279,38.35644760977115,33.83177911374344,104.04031042104768,146.85068360696607,37.5,34.5,38.5,33.5,1,0,1,21.457969665527344,49.5330924987793,35.01376524636912,6.742462698473081,15055.91905593872,3589.845627449046,0,1,2986385.3415725864,1
2000-07-07,7,7,4,Mixed,2000-07-07_c0,0,349,34.91547277936963,32.62893982808023,36.0605715954815,31.956598092281613,131.1178660327565,124.34720015083508,34.5,32.5,36.5,31.5,1,0,0,26.394739151000977,48.3244514465332,37.772942212386255,6.2365071333536335,13182.756832122805,4143.622869163181,0,1,2237363.7335959845,0
2000-07-07,7,7,4,Mixed,2000-07-07_c1,1,29,33.94827586206897,20.39655172413793,33.926137253363464,20.390696821487253,2.4001124311690374,254.33558722117644,33.5,20.5,33.5,20.5,0,0,0,40.13478469848633,45.04052734375,43.23612476217336,1.143039216495646,1253.8476181030271,843.9975029467344,0,1,168900.15849073027,0
2000-07-08,7,7,4,Mixed,2000-07-08_c0,0,420,37.97619047619048,30.19047619047619,39.196798047507066,29.47062922299907,142.42180530735018,123.7692575818018,37.5,30.5,39.5,29.5,1,0,1,24.99182891845703,49.32841491699219,39.82294512703305,6.344584454985382,16725.636953353882,4507.363660904845,0,1,2628031.8902186784,1
2000-07-08,7,7,4,Mixed,2000-07-08_c1,1,17,34.85294117647059,20.97058823529412,34.80699177028674,21.00878885453835,6.3808115217545245,311.52501674344046,34.5,20.5,34.5,21.5,1,0,0,37.41785430908203,43.14741516113281,41.16488333309398,1.7154721715430952,699.8030166625977,661.7272593986272,0,1,115299.15723320573,0
2000-07-09,7,7,4,Mixed,2000-07-09_c0,0,399,39.48245614035088,28.70551378446116,40.46840630560699,28.094137673413584,118.00867190666752,124.80552113205717,39.5,28.5,40.5,28.5,1,0,0,26.230337142944336,49.94055938720703,40.53937901470596,5.78400809517619,16175.212226867676,4192.313464802052,0,1,2794830.5775634684,0
2000-07-28,8,8,4,Mixed,2000-07-28_c0,0,438,41.05022831050229,37.70319634703196,41.43108677507978,37.35697062918053,51.08692741402764,138.6636153768448,41.5,37.5,41.5,37.5,0,0,0,22.60730743408203,48.89080810546875,36.08701936295044,5.599088064469607,15806.11448097229,4089.0083234644544,0,1,2723243.375882648,0
2000-07-28,8,8,4,Mixed,2000-07-28_c1,1,11,52.5,25.318181818181817,52.342775203635405,25.284823773738555,16.2584207267357,256.8962457937239,52.5,25.5,52.5,25.5,0,0,0,35.02928161621094,45.98997497558594,39.73958344893022,3.803399812457873,437.1354179382324,713.0176009846518,0,1,72925.8476402556,0
2000-07-29,8,8,4,Mixed,2000-07-29_c0,0,538,43.24907063197026,36.75278810408922,43.50884179126104,36.36599857661639,48.81689206509206,151.47333637083852,43.5,36.5,43.5,36.5,0,1,1,22.57639503479004,49.6206169128418,37.701278108646434,5.672978070031456,20283.287622451782,4601.866457908481,0,1,3096537.473743733,0
2000-07-29,8,8,4,Mixed,2000-07-29_c1,1,18,53.888888888888886,26.166666666666668,53.76655116061848,26.184164217155228,12.382613532194291,279.0339974478812,53.5,26.5,53.5,26.5,0,0,0,34.859962463378906,45.8248291015625,38.971602545844185,3.0270010475394384,701.4888458251953,815.4921475513241,0,1,203193.25714506384,0
2000-07-30,8,8,4,Mixed,2000-07-30_c0,0,583,43.76758147512864,34.84476843910806,43.82524778676246,34.47554261133818,41.29950016560476,172.6301306633204,43.5,34.5,43.5,34.5,0,1,1,25.82307243347168,50.70626449584961,39.28553560299489,5.451843482917924,22903.46725654602,5091.851739965893,0,1,3264637.6186157865,0
2000-07-31,8,8,4,Mixed,2000-07-31_c0,0,557,44.15350089766607,34.11220825852783,44.06972832831982,33.65947663588692,50.81158793749528,188.7962143457907,44.5,34.5,44.5,33.5,1,1,1,25.753501892089844,50.88742065429688,39.55344693236976,5.3942720057966485,22031.26994132996,5122.484572998919,0,1,3212743.553244818,0
2000-08-01,8,8,4,Mixed,2000-08-01_c0,0,455,44.35714285714285,32.79450549450549,44.14665031844167,32.32952371447101,55.224135135576965,201.0314314773598,44.5,32.5,44.5,32.5,0,1,1,22.436281204223636,50.74995422363281,39.62401558173882,5.297451178398145,18028.92708969116,4794.301988983439,0,1,2851237.205872118,0
2000-08-02,8,8,4,Mixed,2000-08-02_c0,0,376,46.609042553191486,32.962765957446805,46.430086318641365,32.36687747010387,68.1819586203022,194.3016251752268,46.5,32.5,46.5,32.5,0,1,1,22.02848243713379,50.58992385864258,39.70297813922801,5.598932069370571,14928.319780349731,4045.3125397780327,0,1,2279374.248114318,0
2001-07-28,9,9,4,Mixed,2001-07-28_c0,0,382,40.15706806282723,35.79842931937173,40.800075316540536,34.867222370972634,118.7065903625883,150.31023920803793,40.5,35.5,40.5,34.5,1,1,1,23.735750198364254,48.85321044921875,35.32448713192765,6.61746476277735,13493.954084396362,3371.6068376027347,0,1,2678205.374785724,0
2001-07-29,9,9,4,Mixed,2001-07-29_c0,0,363,39.25757575757576,36.2603305785124,39.8946890750669,35.43019589765749,108.61202950726926,147.81265256496462,39.5,36.5,39.5,35.5,1,1,1,22.87828826904297,49.88555145263672,35.264807146771226,6.699042190890283,12801.124994277954,3352.8659734707726,0,1,2302694.1426884304,0
2001-07-29,9,9,4,Mixed,2001-07-29_c1,1,10,54.0,25.0,53.93903723618648,24.868902431025084,15.77341613798791,202.99033611668224,53.5,24.5,53.5,24.5,0,0,0,34.83090591430664,45.80315399169922,39.54602966308594,4.171115612117577,395.4602966308594,598.7378521135353,0,1,76481.75805260106,0
2001-07-30,9,9,4,Mixed,2001-07-30_c0,0,368,39.90489130434783,35.84510869565217,40.47259376808489,34.93969821432145,112.91939363507,152.65776932897165,39.5,35.5,40.5,34.5,1,1,1,23.370723724365234,49.493431091308594,36.035682818164,6.919969430763601,13261.13127708435,3356.5470826798132,0,1,2232598.2276592725,0
2001-07-30,9,9,4,Mixed,2001-07-30_c1,1,11,53.86363636363637,25.227272727272727,53.808819195519966,25.08146016551357,17.07180965432517,198.90104014539327,53.5,25.5,53.5,25.5,0,0,0,34.59364318847656,46.37127685546875,39.12659593061967,4.399276366256471,430.3925552368164,598.2328419895688,0,1,102231.69127668248,0
2001-08-07,10,10,4,Mixed,2001-08-07_c0,0,354,36.59887005649718,34.43785310734463,37.68795343568742,33.49592949720652,145.07441165698106,135.76310503230098,36.5,34.5,37.5,33.5,1,0,0,25.73504066467285,50.63574981689453,36.13244830417094,7.216719780178716,12790.886699676514,3741.6315060612633,0,1,2367372.1631893944,0
2001-08-07,10,10,4,Mixed,2001-08-07_c1,1,14,25.785714285714285,18.5,25.81684606106649,18.505348672042704,3.340423156372601,79.78658738623956,25.5,18.5,25.5,18.5,0,0,0,37.92449188232422,41.410003662109375,39.58173206874302,0.9526918620818052,554.1442489624023,539.294401559606,0,1,72864.80606483191,0
2001-08-07,10,10,4,Mixed,2001-08-07_c2,2,14,51.785714285714285,39.142857142857146,51.80124347944548,39.13522412990466,1.58766184376467,122.25378101734135,51.5,39.5,51.5,39.5,0,0,0,28.34407615661621,30.65629005432129,29.703833171299525,0.6973692864491721,415.85366439819336,474.8073561795337,0,1,61943.7472035851,0
2001-08-08,10,10,4,Mixed,2001-08-08_c0,0,391,36.01150895140665,34.70460358056266,37.0817583764274,33.90590486372263,132.4962822634103,131.66213299170894,36.5,34.5,37.5,33.5,1,0,0,26.16298484802246,50.40191268920898,35.75643072103905,7.062797716375281,13980.76441192627,3849.6943050730642,0,1,2325178.8858397314,0
2001-08-08,10,10,4,Mixed,2001-08-08_c1,1,14,25.785714285714285,18.5,25.810804577124877,18.505246374923864,2.712446706336657,77.63401347132701,25.5,18.5,25.5,18.5,0,0,0,38.84495544433594,41.73170852661133,40.12281962803432,0.8509914840174467,561.7194747924805,539.294401559606,0,1,72864.80606483191,0
2001-08-08,10,10,4,Mixed,2001-08-08_c2,2,15,51.63333333333333,39.1,51.65227406612645,39.11133226965212,2.065640936755839,52.47312716841238,51.5,39.5,51.5,39.5,0,0,0,28.30538749694824,31.96109771728516,29.76275914510091,0.8388761292106643,446.4413871765137,474.84557995765584,0,1,69533.55098017931,0
2001-08-09,10,10,4,Mixed,2001-08-09_c0,0,417,35.66306954436451,34.65107913669065,36.685396023893,33.88625664179784,126.73364735116763,131.7338766700045,35.5,34.5,36.5,33.5,1,0,0,26.222299575805664,50.728363037109375,35.957352553626045,6.94400281010818,14994.21601486206,3644.7073174961174,0,1,2335875.0403183973,0
2001-08-09,10,10,4,Mixed,2001-08-09_c1,1,10,26.0,19.0,26.03655227481119,19.002583280402938,3.8592409409564423,85.74485092371157,25.5,18.5,26.5,19.5,1,0,0,38.02881622314453,41.54019927978516,39.45235824584961,1.0254225426060328,394.5235824584961,537.7663599267089,0,1,44885.76949923159,0
2001-08-09,10,10,4,Mixed,2001-08-09_c2,2,15,51.63333333333333,39.1,51.64753863247648,39.09335224499321,1.4334601101840276,120.98290567743445,51.5,39.5,51.5,39.5,0,0,0,28.742076873779297,31.957500457763672,30.46478551228841,0.7930816015037894,456.9717826843262,474.84557995765584,0,1,69533.55098017931,0
2001-08-10,10,10,4,Mixed,2001-08-10_c0,0,418,35.643540669856456,34.495215311004785,36.699519432875725,33.67664664877774,133.19922346209478,132.67716988541426,35.5,34.5,36.5,33.5,1,0,0,26.5985164642334,51.059688568115234,36.493674077485736,7.167098226405466,15254.355764389038,3685.169613700193,0,1,2214058.205072129,0
2001-08-10,10,10,4,Mixed,2001-08-10_c1,1,10,51.7,38.5,51.71680449034683,38.50276773203843,1.4977250055341431,78.15740645722974,51.5,38.5,51.5,38.5,0,0,0,28.90331649780273,30.36077308654785,29.805759048461915,0.4761045850350764,298.05759048461914,475.3790986285773,0,1,71733.31998388692,0
2001-08-11,10,10,4,Mixed,2001-08-11_c0,0,439,36.29726651480638,34.12870159453303,37.43062122437205,33.17955403746269,148.77506654694972,134.72515669522087,36.5,34.5,37.5,33.5,1,0,0,24.26812744140625,50.97150421142578,36.55546959114509,7.368292167298476,16047.851150512695,3574.988974038817,0,1,2270805.8931530355,0
2001-08-12,10,10,4,Mixed,2001-08-12_c0,0,378,38.69047619047619,33.2010582010582,39.87945871618216,32.11686247174234,164.00229745661815,136.82636233617745,38.5,33.5,39.5,32.5,1,1,1,23.479267120361328,49.68976593017578,36.80088369177763,7.673156441800116,13910.734035491943,3530.522773504177,0,1,2276606.090934916,0
2002-07-16,11,11,4,Mixed,2002-07-16_c0,0,190,28.173684210526314,36.9,27.802712911067047,36.55547055190488,50.59557222864683,221.0276734960485,28.5,36.5,27.5,36.5,1,0,0,25.865270614624023,42.60098648071289,31.34254633250989,4.718762756119705,5955.08380317688,2386.969059704001,0,1,1017512.2891574953,0
2002-07-16,11,11,4,Mixed,2002-07-16_c1,1,16,43.5625,22.6875,43.56598806288703,22.7293196423725,4.644950387083431,4.424224672507823,43.5,22.5,43.5,22.5,0,0,0,39.38858795166016,43.89455032348633,42.39524364471436,1.0997838629249337,678.3238983154297,780.8024400670589,0,1,103110.67613413748,0
