area_bin,count,median,mean,max
"(33481.259000000005, 169288.156]",191,3.8592409409564423,6.4638590783568945,38.6171923011048
"(169288.156, 1310172.267]",189,11.288618983919866,15.568658085318798,70.79665266530068
"(1310172.267, 3015331.53]",190,78.61943745883829,80.78326362615809,183.79538939709585
"(3015331.53, 6507975.195]",190,115.02523639668226,114.27143919454609,200.38310598392363
