date,method,eps,min_samples,n_components,n_noise
2010-08-09,A,1.0,12,0,460
2010-08-09,A,1.5,4,3,5
2010-08-09,A,1.5,5,3,9
2010-08-09,A,1.5,6,2,21
2010-08-09,A,1.5,7,4,24
2010-08-09,A,1.5,8,4,70
2010-08-09,A,1.5,9,5,90
2010-08-09,A,1.5,10,0,460
2010-08-09,A,1.5,11,0,460
2010-08-09,A,1.5,12,0,460
2010-08-09,A,2.0,4,1,4
2010-08-09,A,2.0,5,2,4
2010-08-09,A,2.0,6,3,8
2010-08-09,A,2.0,7,2,15
2010-08-09,A,2.0,8,2,21
2010-08-09,A,2.0,9,3,32
2010-08-09,A,2.0,10,3,47
2010-08-09,A,2.0,11,4,64
2010-08-09,A,2.0,12,4,82
2010-08-09,A,2.5,4,1,1
2010-08-09,A,2.5,5,1,1
2010-08-09,A,2.5,6,1,1
2010-08-09,A,2.5,7,3,1
2010-08-09,A,2.5,8,2,6
2010-08-09,A,2.5,9,2,8
2010-08-09,A,2.5,10,2,8
2010-08-09,A,2.5,11,2,15
2010-08-09,A,2.5,12,2,20
2010-08-09,A,3.0,4,1,0
2010-08-09,A,3.0,5,1,0
2010-08-09,A,3.0,6,1,0
2010-08-09,A,3.0,7,1,0
2010-08-09,A,3.0,8,1,0
2010-08-09,A,3.0,9,1,2
2010-08-09,A,3.0,10,2,5
2010-08-09,A,3.0,11,2,5
2010-08-09,A,3.0,12,2,6
2010-08-09,A,3.5,4,1,0
2010-08-09,A,3.5,5,1,0
2010-08-09,A,3.5,6,1,0
2010-08-09,A,3.5,7,1,0
2010-08-09,A,3.5,8,1,0
2010-08-09,A,3.5,9,1,1
2010-08-09,A,3.5,10,1,1
2010-08-09,A,3.5,11,1,1
2010-08-09,A,3.5,12,1,5
2010-08-09,A,4.0,4,1,0
2010-08-09,A,4.0,5,1,0
2010-08-09,A,4.0,6,1,0
2010-08-09,A,4.0,7,1,0
2010-08-09,A,4.0,8,1,0
2010-08-09,A,4.0,9,1,0
2010-08-09,A,4.0,10,1,0
2010-08-09,A,4.0,11,1,0
2010-08-09,A,4.0,12,1,0
2010-08-10,A,1.0,4,7,20
2010-08-10,A,1.0,5,8,51
2010-08-10,A,1.0,6,0,468
2010-08-10,A,1.0,7,0,468
2010-08-10,A,1.0,8,0,468
2010-08-10,A,1.0,9,0,468
2010-08-10,A,1.0,10,0,468
2010-08-10,A,1.0,11,0,468
2010-08-10,A,1.0,12,0,468
2010-08-10,A,1.5,4,2,10
2010-08-10,A,1.5,5,2,10
2010-08-10,A,1.5,6,2,22
2010-08-10,A,1.5,7,3,30
2010-08-10,A,1.5,8,3,51
2010-08-10,A,1.5,9,3,83
2010-08-10,A,1.5,10,0,468
2010-08-10,A,1.5,11,0,468
2010-08-10,A,1.5,12,0,468
2010-08-10,A,2.0,4,1,10
2010-08-10,A,2.0,5,1,10
2010-08-10,A,2.0,6,2,12
2010-08-10,A,2.0,7,2,15
2010-08-10,A,2.0,8,2,20
2010-08-10,A,2.0,9,3,25
2010-08-10,A,2.0,10,3,30
2010-08-10,A,2.0,11,3,48
2010-08-10,A,2.0,12,3,63
2010-08-10,A,2.5,4,2,3
2010-08-10,A,2.5,5,1,9
2010-08-10,A,2.5,6,1,9
2010-08-10,A,2.5,7,1,9
2010-08-10,A,2.5,8,1,10
2010-08-10,A,2.5,9,2,10
2010-08-10,A,2.5,10,2,12
2010-08-10,A,2.5,11,2,16
2010-08-10,A,2.5,12,2,17
2010-08-10,A,3.0,4,1,2
2010-08-10,A,3.0,5,1,2
2010-08-10,A,3.0,6,1,6
2010-08-10,A,3.0,7,1,6
2010-08-10,A,3.0,8,1,6
2010-08-10,A,3.0,9,1,6
2010-08-10,A,3.0,10,1,6
2010-08-10,A,3.0,11,1,6
2010-08-10,A,3.0,12,1,9
2010-08-10,A,3.5,4,1,2
2010-08-10,A,3.5,5,1,2
2010-08-10,A,3.5,6,1,2
2010-08-10,A,3.5,7,1,6
2010-08-10,A,3.5,8,1,6
2010-08-10,A,3.5,9,1,6
2010-08-10,A,3.5,10,1,6
2010-08-10,A,3.5,11,1,6
2010-08-10,A,3.5,12,1,6
2010-08-10,A,4.0,4,1,1
2010-08-10,A,4.0,5,1,1
2010-08-10,A,4.0,6,1,1
2010-08-10,A,4.0,7,1,1
2010-08-10,A,4.0,8,1,1
2010-08-10,A,4.0,9,1,1
2010-08-10,A,4.0,10,1,1
2010-08-10,A,4.0,11,1,4
2010-08-10,A,4.0,12,1,4
2010-08-11,A,1.0,4,5,9
2010-08-11,A,1.0,5,3,45
2010-08-11,A,1.0,6,0,505
2010-08-11,A,1.0,7,0,505
2010-08-11,A,1.0,8,0,505
2010-08-11,A,1.0,9,0,505
2010-08-11,A,1.0,10,0,505
2010-08-11,A,1.0,11,0,505
2010-08-11,A,1.0,12,0,505
2010-08-11,A,1.5,4,1,8
2010-08-11,A,1.5,5,1,8
2010-08-11,A,1.5,6,1,8
2010-08-11,A,1.5,7,1,21
2010-08-11,A,1.5,8,1,37
2010-08-11,A,1.5,9,2,70
2010-08-11,A,1.5,10,0,505
2010-08-11,A,1.5,11,0,505
2010-08-11,A,1.5,12,0,505
2010-08-11,A,2.0,4,1,8
2010-08-11,A,2.0,5,1,8
2010-08-11,A,2.0,6,1,8
2010-08-11,A,2.0,7,1,8
2010-08-11,A,2.0,8,1,9
2010-08-11,A,2.0,9,1,15
2010-08-11,A,2.0,10,1,18
2010-08-11,A,2.0,11,1,26
2010-08-11,A,2.0,12,1,47
2010-08-11,A,2.5,4,2,2
2010-08-11,A,2.5,5,1,7
2010-08-11,A,2.5,6,1,7
2010-08-11,A,2.5,7,1,7
2010-08-11,A,2.5,8,1,7
2010-08-11,A,2.5,9,1,7
2010-08-11,A,2.5,10,1,7
2010-08-11,A,2.5,11,1,10
2010-08-11,A,2.5,12,1,12
2010-08-11,A,3.0,4,1,2
2010-08-11,A,3.0,5,1,5
2010-08-11,A,3.0,6,1,5
2010-08-11,A,3.0,7,1,5
2010-08-11,A,3.0,8,1,5
2010-08-11,A,3.0,9,1,5
2010-08-11,A,3.0,10,1,5
2010-08-11,A,3.0,11,1,5
2010-08-11,A,3.0,12,1,5
2010-08-11,A,3.5,4,1,2
2010-08-11,A,3.5,5,1,2
2010-08-11,A,3.5,6,1,5
2010-08-11,A,3.5,7,1,5
2010-08-11,A,3.5,8,1,5
2010-08-11,A,3.5,9,1,5
2010-08-11,A,3.5,10,1,5
2010-08-11,A,3.5,11,1,5
2010-08-11,A,3.5,12,1,5
2010-08-11,A,4.0,4,1,0
2010-08-11,A,4.0,5,1,1
2010-08-11,A,4.0,6,1,1
2010-08-11,A,4.0,7,1,1
2010-08-11,A,4.0,8,1,1
2010-08-11,A,4.0,9,1,1
2010-08-11,A,4.0,10,1,4
2010-08-11,A,4.0,11,1,4
2010-08-11,A,4.0,12,1,4
2010-08-12,A,1.0,4,5,9
2010-08-12,A,1.0,5,4,47
2010-08-12,A,1.0,6,0,529
2010-08-12,A,1.0,7,0,529
2010-08-12,A,1.0,8,0,529
2010-08-12,A,1.0,9,0,529
2010-08-12,A,1.0,10,0,529
2010-08-12,A,1.0,11,0,529
2010-08-12,A,1.0,12,0,529
2010-08-12,A,1.5,4,1,3
2010-08-12,A,1.5,5,2,4
2010-08-12,A,1.5,6,3,6
2010-08-12,A,1.5,7,2,18
2010-08-12,A,1.5,8,2,37
2010-08-12,A,1.5,9,1,67
2010-08-12,A,1.5,10,0,529
2010-08-12,A,1.5,11,0,529
2010-08-12,A,1.5,12,0,529
2010-08-12,A,2.0,4,1,3
2010-08-12,A,2.0,5,1,3
2010-08-12,A,2.0,6,2,4
2010-08-12,A,2.0,7,1,10
2010-08-12,A,2.0,8,1,11
2010-08-12,A,2.0,9,1,14
2010-08-12,A,2.0,10,2,18
2010-08-12,A,2.0,11,2,27
2010-08-12,A,2.0,12,1,51
2010-08-12,A,2.5,4,1,3
2010-08-12,A,2.5,5,1,3
2010-08-12,A,2.5,6,1,3
2010-08-12,A,2.5,7,1,3
2010-08-12,A,2.5,8,1,3
2010-08-12,A,2.5,9,1,9
2010-08-12,A,2.5,10,1,9
2010-08-12,A,2.5,11,1,10
2010-08-12,A,2.5,12,1,10
2010-08-12,A,3.0,4,1,0
2010-08-12,A,3.0,5,1,2
2010-08-12,A,3.0,6,1,2
2010-08-12,A,3.0,7,1,2
2010-08-12,A,3.0,8,1,2
2010-08-12,A,3.0,9,1,2
2010-08-12,A,3.0,10,1,4
2010-08-12,A,3.0,11,1,6
2010-08-12,A,3.0,12,1,7
2010-08-12,A,3.5,4,1,0
2010-08-12,A,3.5,5,1,0
2010-08-12,A,3.5,6,1,2
2010-08-12,A,3.5,7,1,2
2010-08-12,A,3.5,8,1,2
2010-08-12,A,3.5,9,1,2
2010-08-12,A,3.5,10,1,2
2010-08-12,A,3.5,11,1,3
2010-08-12,A,3.5,12,1,3
2010-08-12,A,4.0,4,1,0
2010-08-12,A,4.0,5,1,0
2010-08-12,A,4.0,6,1,0
2010-08-12,A,4.0,7,1,0
2010-08-12,A,4.0,8,1,0
2010-08-12,A,4.0,9,1,1
2010-08-12,A,4.0,10,1,1
2010-08-12,A,4.0,11,1,1
2010-08-12,A,4.0,12,1,1
2010-08-13,A,1.0,4,3,10
2010-08-13,A,1.0,5,6,45
2010-08-13,A,1.0,6,0,533
2010-08-13,A,1.0,7,0,533
2010-08-13,A,1.0,8,0,533
2010-08-13,A,1.0,9,0,533
2010-08-13,A,1.0,10,0,533
2010-08-13,A,1.0,11,0,533
2010-08-13,A,1.0,12,0,533
2010-08-13,A,1.5,4,2,5
2010-08-13,A,1.5,5,2,7
2010-08-13,A,1.5,6,2,9
2010-08-13,A,1.5,7,1,21
2010-08-13,A,1.5,8,3,37
2010-08-13,A,1.5,9,2,69
2010-08-13,A,1.5,10,0,533
2010-08-13,A,1.5,11,0,533
2010-08-13,A,1.5,12,0,533
2010-08-13,A,2.0,4,2,5
2010-08-13,A,2.0,5,2,5
2010-08-13,A,2.0,6,2,5
2010-08-13,A,2.0,7,2,6
2010-08-13,A,2.0,8,1,15
2010-08-13,A,2.0,9,1,18
2010-08-13,A,2.0,10,1,22
2010-08-13,A,2.0,11,3,27
2010-08-13,A,2.0,12,2,59
2010-08-13,A,2.5,4,2,3
2010-08-13,A,2.5,5,2,4
2010-08-13,A,2.5,6,2,4
2010-08-13,A,2.5,7,2,4
2010-08-13,A,2.5,8,2,4
2010-08-13,A,2.5,9,1,12
2010-08-13,A,2.5,10,1,12
2010-08-13,A,2.5,11,1,12
2010-08-13,A,2.5,12,1,14
2010-08-13,A,3.0,4,2,0
2010-08-13,A,3.0,5,2,2
2010-08-13,A,3.0,6,2,2
2010-08-13,A,3.0,7,2,2
2010-08-13,A,3.0,8,2,2
2010-08-13,A,3.0,9,1,10
2010-08-13,A,3.0,10,1,10
2010-08-13,A,3.0,11,1,10
2010-08-13,A,3.0,12,1,10
2010-08-13,A,3.5,4,1,0
2010-08-13,A,3.5,5,1,0
2010-08-13,A,3.5,6,1,2
2010-08-13,A,3.5,7,1,2
2010-08-13,A,3.5,8,1,2
2010-08-13,A,3.5,9,1,2
2010-08-13,A,3.5,10,1,9
2010-08-13,A,3.5,11,1,9
2010-08-13,A,3.5,12,1,9
2010-08-13,A,4.0,4,1,0
2010-08-13,A,4.0,5,1,0
2010-08-13,A,4.0,6,1,0
2010-08-13,A,4.0,7,1,0
2010-08-13,A,4.0,8,1,0
2010-08-13,A,4.0,9,1,0
2010-08-13,A,4.0,10,1,1
2010-08-13,A,4.0,11,1,6
2010-08-13,A,4.0,12,1,6
2010-08-14,A,1.0,4,2,14
2010-08-14,A,1.0,5,7,39
2010-08-14,A,1.0,6,0,511
2010-08-14,A,1.0,7,0,511
2010-08-14,A,1.0,8,0,511
2010-08-14,A,1.0,9,0,511
2010-08-14,A,1.0,10,0,511
2010-08-14,A,1.0,11,0,511
2010-08-14,A,1.0,12,0,511
2010-08-14,A,1.5,4,2,7
2010-08-14,A,1.5,5,1,13
2010-08-14,A,1.5,6,1,15
2010-08-14,A,1.5,7,1,19
2010-08-14,A,1.5,8,3,32
2010-08-14,A,1.5,9,3,61
2010-08-14,A,1.5,10,0,511
2010-08-14,A,1.5,11,0,511
2010-08-14,A,1.5,12,0,511
2010-08-14,A,2.0,4,2,6
2010-08-14,A,2.0,5,2,6
2010-08-14,A,2.0,6,1,11
2010-08-14,A,2.0,7,1,12
2010-08-14,A,2.0,8,1,12
2010-08-14,A,2.0,9,1,16
2010-08-14,A,2.0,10,1,20
2010-08-14,A,2.0,11,2,27
2010-08-14,A,2.0,12,3,60
2010-08-14,A,2.5,4,2,4
2010-08-14,A,2.5,5,2,5
2010-08-14,A,2.5,6,1,10
2010-08-14,A,2.5,7,1,10
2010-08-14,A,2.5,8,1,10
2010-08-14,A,2.5,9,1,10
2010-08-14,A,2.5,10,1,10
2010-08-14,A,2.5,11,1,10
2010-08-14,A,2.5,12,1,12
2010-08-14,A,3.0,4,2,1
2010-08-14,A,3.0,5,2,3
2010-08-14,A,3.0,6,1,8
2010-08-14,A,3.0,7,1,8
2010-08-14,A,3.0,8,1,8
2010-08-14,A,3.0,9,1,8
2010-08-14,A,3.0,10,1,8
2010-08-14,A,3.0,11,1,8
2010-08-14,A,3.0,12,1,8
2010-08-14,A,3.5,4,1,1
2010-08-14,A,3.5,5,1,1
2010-08-14,A,3.5,6,1,3
2010-08-14,A,3.5,7,1,7
2010-08-14,A,3.5,8,1,7
2010-08-14,A,3.5,9,1,7
2010-08-14,A,3.5,10,1,7
2010-08-14,A,3.5,11,1,7
2010-08-14,A,3.5,12,1,7
2010-08-14,A,4.0,4,1,1
2010-08-14,A,4.0,5,1,1
2010-08-14,A,4.0,6,1,1
2010-08-14,A,4.0,7,1,1
2010-08-14,A,4.0,8,1,4
2010-08-14,A,4.0,9,1,4
2010-08-14,A,4.0,10,1,5
2010-08-14,A,4.0,11,1,5
2010-08-14,A,4.0,12,1,5
2010-08-15,A,1.0,4,3,24
2010-08-15,A,1.0,5,8,51
2010-08-15,A,1.0,6,0,525
2010-08-15,A,1.0,7,0,525
2010-08-15,A,1.0,8,0,525
2010-08-15,A,1.0,9,0,525
2010-08-15,A,1.0,10,0,525
2010-08-15,A,1.0,11,0,525
2010-08-15,A,1.0,12,0,525
2010-08-15,A,1.5,4,1,10
2010-08-15,A,1.5,5,1,14
2010-08-15,A,1.5,6,1,21
2010-08-15,A,1.5,7,3,28
2010-08-15,A,1.5,8,2,57
2010-08-15,A,1.5,9,3,79
2010-08-15,A,1.5,10,0,525
2010-08-15,A,1.5,11,0,525
2010-08-15,A,1.5,12,0,525
2010-08-15,A,2.0,4,1,8
2010-08-15,A,2.0,5,1,8
2010-08-15,A,2.0,6,1,11
2010-08-15,A,2.0,7,1,12
2010-08-15,A,2.0,8,1,14
2010-08-15,A,2.0,9,1,25
2010-08-15,A,2.0,10,2,35
2010-08-15,A,2.0,11,3,51
2010-08-15,A,2.0,12,3,73
2010-08-15,A,2.5,4,1,5
2010-08-15,A,2.5,5,1,6
2010-08-15,A,2.5,6,1,6
2010-08-15,A,2.5,7,1,6
2010-08-15,A,2.5,8,1,6
2010-08-15,A,2.5,9,1,8
2010-08-15,A,2.5,10,1,8
2010-08-15,A,2.5,11,1,12
2010-08-15,A,2.5,12,2,13
2010-08-15,A,3.0,4,1,1
2010-08-15,A,3.0,5,1,3
2010-08-15,A,3.0,6,1,3
2010-08-15,A,3.0,7,1,3
2010-08-15,A,3.0,8,1,3
2010-08-15,A,3.0,9,1,3
2010-08-15,A,3.0,10,1,3
2010-08-15,A,3.0,11,1,5
2010-08-15,A,3.0,12,1,5
2010-08-15,A,3.5,4,1,1
2010-08-15,A,3.5,5,1,1
2010-08-15,A,3.5,6,1,3
2010-08-15,A,3.5,7,1,3
2010-08-15,A,3.5,8,1,3
2010-08-15,A,3.5,9,1,3
2010-08-15,A,3.5,10,1,3
2010-08-15,A,3.5,11,1,3
2010-08-15,A,3.5,12,1,3
2010-08-15,A,4.0,4,1,1
2010-08-15,A,4.0,5,1,1
2010-08-15,A,4.0,6,1,1
2010-08-15,A,4.0,7,1,1
2010-08-15,A,4.0,8,1,1
2010-08-15,A,4.0,9,1,1
2010-08-15,A,4.0,10,1,2
2010-08-15,A,4.0,11,1,2
2010-08-15,A,4.0,12,1,2
2010-08-16,A,1.0,4,4,22
2010-08-16,A,1.0,5,6,50
2010-08-16,A,1.0,6,0,518
2010-08-16,A,1.0,7,0,518
2010-08-16,A,1.0,8,0,518
2010-08-16,A,1.0,9,0,518
2010-08-16,A,1.0,10,0,518
2010-08-16,A,1.0,11,0,518
2010-08-16,A,1.0,12,0,518
2010-08-16,A,1.5,4,3,11
2010-08-16,A,1.5,5,3,14
2010-08-16,A,1.5,6,3,19
2010-08-16,A,1.5,7,3,25
2010-08-16,A,1.5,8,2,52
2010-08-16,A,1.5,9,2,65
2010-08-16,A,1.5,10,0,518
2010-08-16,A,1.5,11,0,518
2010-08-16,A,1.5,12,0,518
2010-08-16,A,2.0,4,3,3
2010-08-16,A,2.0,5,3,6
2010-08-16,A,2.0,6,2,15
2010-08-16,A,2.0,7,2,16
2010-08-16,A,2.0,8,3,17
2010-08-16,A,2.0,9,3,29
2010-08-16,A,2.0,10,2,42
2010-08-16,A,2.0,11,2,49
2010-08-16,A,2.0,12,2,63
2010-08-16,A,2.5,4,2,1
2010-08-16,A,2.5,5,2,3
2010-08-16,A,2.5,6,2,7
2010-08-16,A,2.5,7,2,9
2010-08-16,A,2.5,8,2,10
2010-08-16,A,2.5,9,2,13
2010-08-16,A,2.5,10,2,13
2010-08-16,A,2.5,11,2,15
2010-08-16,A,2.5,12,3,27
2010-08-16,A,3.0,4,1,1
2010-08-16,A,3.0,5,1,1
2010-08-16,A,3.0,6,1,1
2010-08-16,A,3.0,7,2,2
2010-08-16,A,3.0,8,2,2
2010-08-16,A,3.0,9,2,4
2010-08-16,A,3.0,10,2,4
2010-08-16,A,3.0,11,2,7
2010-08-16,A,3.0,12,2,8
2010-08-16,A,3.5,4,1,1
2010-08-16,A,3.5,5,1,1
2010-08-16,A,3.5,6,1,1
2010-08-16,A,3.5,7,1,1
2010-08-16,A,3.5,8,1,1
2010-08-16,A,3.5,9,2,1
2010-08-16,A,3.5,10,2,1
2010-08-16,A,3.5,11,2,1
2010-08-16,A,3.5,12,2,1
2010-08-16,A,4.0,4,1,1
2010-08-16,A,4.0,5,1,1
2010-08-16,A,4.0,6,1,1
2010-08-16,A,4.0,7,1,1
2010-08-16,A,4.0,8,1,1
2010-08-16,A,4.0,9,1,1
2010-08-16,A,4.0,10,1,1
2010-08-16,A,4.0,11,1,1
2010-08-16,A,4.0,12,1,1
2010-08-17,A,1.0,4,5,11
2010-08-17,A,1.0,5,10,37
2010-08-17,A,1.0,6,0,489
2010-08-17,A,1.0,7,0,489
2010-08-17,A,1.0,8,0,489
2010-08-17,A,1.0,9,0,489
2010-08-17,A,1.0,10,0,489
2010-08-17,A,1.0,11,0,489
2010-08-17,A,1.0,12,0,489
2010-08-17,A,1.5,4,3,4
2010-08-17,A,1.5,5,4,6
2010-08-17,A,1.5,6,5,8
2010-08-17,A,1.5,7,4,20
2010-08-17,A,1.5,8,3,52
2010-08-17,A,1.5,9,4,73
2010-08-17,A,1.5,10,0,489
2010-08-17,A,1.5,11,0,489
2010-08-17,A,1.5,12,0,489
2010-08-17,A,2.0,4,2,2
2010-08-17,A,2.0,5,3,3
2010-08-17,A,2.0,6,3,4
2010-08-17,A,2.0,7,3,4
2010-08-17,A,2.0,8,4,12
2010-08-17,A,2.0,9,3,30
2010-08-17,A,2.0,10,2,39
2010-08-17,A,2.0,11,4,53
2010-08-17,A,2.0,12,4,62
2010-08-17,A,2.5,4,2,1
2010-08-17,A,2.5,5,2,1
2010-08-17,A,2.5,6,2,1
2010-08-17,A,2.5,7,2,1
2010-08-17,A,2.5,8,2,2
2010-08-17,A,2.5,9,3,2
2010-08-17,A,2.5,10,4,2
2010-08-17,A,2.5,11,2,25
2010-08-17,A,2.5,12,2,31
2010-08-17,A,3.0,4,2,1
2010-08-17,A,3.0,5,2,1
2010-08-17,A,3.0,6,2,1
2010-08-17,A,3.0,7,2,1
2010-08-17,A,3.0,8,2,1
2010-08-17,A,3.0,9,2,1
2010-08-17,A,3.0,10,2,2
2010-08-17,A,3.0,11,1,12
2010-08-17,A,3.0,12,2,14
2010-08-17,A,3.5,4,2,1
2010-08-17,A,3.5,5,2,1
2010-08-17,A,3.5,6,2,1
2010-08-17,A,3.5,7,2,1
2010-08-17,A,3.5,8,2,1
2010-08-17,A,3.5,9,2,1
2010-08-17,A,3.5,10,2,1
2010-08-17,A,3.5,11,2,1
2010-08-17,A,3.5,12,1,12
2010-08-17,A,4.0,4,1,0
2010-08-17,A,4.0,5,1,0
2010-08-17,A,4.0,6,1,0
2010-08-17,A,4.0,7,1,0
2010-08-17,A,4.0,8,1,0
2010-08-17,A,4.0,9,1,0
2010-08-17,A,4.0,10,1,1
2010-08-17,A,4.0,11,1,1
2010-08-17,A,4.0,12,1,11
2010-08-18,A,1.0,4,6,11
2010-08-18,A,1.0,5,13,53
2010-08-18,A,1.0,6,0,494
2010-08-18,A,1.0,7,0,494
2010-08-18,A,1.0,8,0,494
2010-08-18,A,1.0,9,0,494
2010-08-18,A,1.0,10,0,494
2010-08-18,A,1.0,11,0,494
2010-08-18,A,1.0,12,0,494
2010-08-18,A,1.5,4,1,4
2010-08-18,A,1.5,5,2,5
2010-08-18,A,1.5,6,4,9
2010-08-18,A,1.5,7,2,32
2010-08-18,A,1.5,8,3,66
2010-08-18,A,1.5,9,3,100
2010-08-18,A,1.5,10,0,494
2010-08-18,A,1.5,11,0,494
2010-08-18,A,1.5,12,0,494
2010-08-18,A,2.0,4,1,3
2010-08-18,A,2.0,5,1,3
2010-08-18,A,2.0,6,1,3
2010-08-18,A,2.0,7,1,4
2010-08-18,A,2.0,8,2,11
2010-08-18,A,2.0,9,2,26
2010-08-18,A,2.0,10,3,44
2010-08-18,A,2.0,11,3,74
2010-08-18,A,2.0,12,3,89
2010-08-18,A,2.5,4,1,2
2010-08-18,A,2.5,5,1,2
2010-08-18,A,2.5,6,1,2
2010-08-18,A,2.5,7,1,2
2010-08-18,A,2.5,8,1,2
2010-08-18,A,2.5,9,1,3
2010-08-18,A,2.5,10,2,5
2010-08-18,A,2.5,11,1,18
2010-08-18,A,2.5,12,1,21
2010-08-18,A,3.0,4,1,1
2010-08-18,A,3.0,5,1,1
2010-08-18,A,3.0,6,1,1
2010-08-18,A,3.0,7,1,1
2010-08-18,A,3.0,8,1,1
2010-08-18,A,3.0,9,1,1
2010-08-18,A,3.0,10,1,1
2010-08-18,A,3.0,11,1,1
2010-08-18,A,3.0,12,2,2
2010-08-18,A,3.5,4,1,1
2010-08-18,A,3.5,5,1,1
2010-08-18,A,3.5,6,1,1
2010-08-18,A,3.5,7,1,1
2010-08-18,A,3.5,8,1,1
2010-08-18,A,3.5,9,1,1
2010-08-18,A,3.5,10,1,1
2010-08-18,A,3.5,11,1,1
2010-08-18,A,3.5,12,1,1
2010-08-18,A,4.0,4,1,0
2010-08-18,A,4.0,5,1,0
2010-08-18,A,4.0,6,1,0
2010-08-18,A,4.0,7,1,0
2010-08-18,A,4.0,8,1,0
2010-08-18,A,4.0,9,1,0
2010-08-18,A,4.0,10,1,0
2010-08-18,A,4.0,11,1,0
2010-08-18,A,4.0,12,1,0
2010-08-19,A,1.0,4,9,20
2010-08-19,A,1.0,5,7,80
2010-08-19,A,1.0,6,0,514
2010-08-19,A,1.0,7,0,514
2010-08-19,A,1.0,8,0,514
2010-08-19,A,1.0,9,0,514
2010-08-19,A,1.0,10,0,514
2010-08-19,A,1.0,11,0,514
2010-08-19,A,1.0,12,0,514
2010-08-19,A,1.5,4,4,4
2010-08-19,A,1.5,5,4,10
2010-08-19,A,1.5,6,6,17
2010-08-19,A,1.5,7,5,45
2010-08-19,A,1.5,8,4,76
2010-08-19,A,1.5,9,2,118
2010-08-19,A,1.5,10,0,514
2010-08-19,A,1.5,11,0,514
2010-08-19,A,1.5,12,0,514
2010-08-19,A,2.0,4,2,4
2010-08-19,A,2.0,5,1,8
2010-08-19,A,2.0,6,1,9
2010-08-19,A,2.0,7,3,9
2010-08-19,A,2.0,8,5,20
2010-08-19,A,2.0,9,4,46
2010-08-19,A,2.0,10,3,65
2010-08-19,A,2.0,11,2,89
2010-08-19,A,2.0,12,2,103
2010-08-19,A,2.5,4,2,2
2010-08-19,A,2.5,5,1,6
2010-08-19,A,2.5,6,1,6
2010-08-19,A,2.5,7,1,6
2010-08-19,A,2.5,8,1,6
2010-08-19,A,2.5,9,1,6
2010-08-19,A,2.5,10,3,7
2010-08-19,A,2.5,11,3,23
2010-08-19,A,2.5,12,3,37
2010-08-19,A,3.0,4,2,1
2010-08-19,A,3.0,5,1,5
2010-08-19,A,3.0,6,1,5
2010-08-19,A,3.0,7,1,5
2010-08-19,A,3.0,8,1,5
2010-08-19,A,3.0,9,1,5
2010-08-19,A,3.0,10,1,5
2010-08-19,A,3.0,11,1,5
2010-08-19,A,3.0,12,1,7
2010-08-19,A,3.5,4,2,0
2010-08-19,A,3.5,5,1,4
2010-08-19,A,3.5,6,1,4
2010-08-19,A,3.5,7,1,4
2010-08-19,A,3.5,8,1,5
2010-08-19,A,3.5,9,1,5
2010-08-19,A,3.5,10,1,5
2010-08-19,A,3.5,11,1,5
2010-08-19,A,3.5,12,1,5
2010-08-19,A,4.0,4,2,0
2010-08-19,A,4.0,5,1,4
2010-08-19,A,4.0,6,1,4
2010-08-19,A,4.0,7,1,4
2010-08-19,A,4.0,8,1,4
2010-08-19,A,4.0,9,1,4
2010-08-19,A,4.0,10,1,4
2010-08-19,A,4.0,11,1,4
2010-08-19,A,4.0,12,1,4
2010-08-20,A,1.0,4,7,31
2010-08-20,A,1.0,5,10,70
2010-08-20,A,1.0,6,0,494
2010-08-20,A,1.0,7,0,494
2010-08-20,A,1.0,8,0,494
2010-08-20,A,1.0,9,0,494
2010-08-20,A,1.0,10,0,494
2010-08-20,A,1.0,11,0,494
2010-08-20,A,1.0,12,0,494
2010-08-20,A,1.5,4,3,17
2010-08-20,A,1.5,5,2,27
2010-08-20,A,1.5,6,4,31
2010-08-20,A,1.5,7,3,51
2010-08-20,A,1.5,8,5,69
2010-08-20,A,1.5,9,5,126
2010-08-20,A,1.5,10,0,494
2010-08-20,A,1.5,11,0,494
2010-08-20,A,1.5,12,0,494
2010-08-20,A,2.0,4,4,8
2010-08-20,A,2.0,5,1,22
2010-08-20,A,2.0,6,1,24
2010-08-20,A,2.0,7,1,24
2010-08-20,A,2.0,8,4,25
2010-08-20,A,2.0,9,3,40
2010-08-20,A,2.0,10,4,49
2010-08-20,A,2.0,11,4,72
2010-08-20,A,2.0,12,6,102
2010-08-20,A,2.5,4,3,6
2010-08-20,A,2.5,5,1,17
2010-08-20,A,2.5,6,1,17
2010-08-20,A,2.5,7,1,19
2010-08-20,A,2.5,8,1,19
2010-08-20,A,2.5,9,1,20
2010-08-20,A,2.5,10,1,21
2010-08-20,A,2.5,11,2,26
2010-08-20,A,2.5,12,2,36
2010-08-20,A,3.0,4,3,5
2010-08-20,A,3.0,5,1,13
2010-08-20,A,3.0,6,1,14
2010-08-20,A,3.0,7,1,15
2010-08-20,A,3.0,8,1,15
2010-08-20,A,3.0,9,1,15
2010-08-20,A,3.0,10,1,16
2010-08-20,A,3.0,11,1,16
2010-08-20,A,3.0,12,1,18
2010-08-20,A,3.5,4,3,4
2010-08-20,A,3.5,5,1,12
2010-08-20,A,3.5,6,1,12
2010-08-20,A,3.5,7,1,12
2010-08-20,A,3.5,8,1,13
