size_bin,count,median,mean,max
"(6.999, 29.75]",190,4.075096298173649,6.884135401266885,38.6171923011048
"(29.75, 212.0]",191,10.984393246301916,17.43894177994707,125.60143073124564
"(212.0, 434.0]",190,77.7148217548089,82.78595861066303,183.79538939709585
"(434.0, 823.0]",189,111.95730449627212,110.41963627401398,200.38310598392363
