centroid_id,new_event_id,event_id,date,v3_type,event_type_name,centroid_lon,centroid_lat,x_km,y_km
317,30,30,2017-07-23,3,Temporally clustered,23.371716100464678,42.67423640470497,-1766.4902167322625,1800.2814119585846
318,30,30,2017-07-23,3,Temporally clustered,48.08020343332232,32.851726887415815,288.55534080228796,541.4484560313792
319,30,30,2017-07-23,3,Temporally clustered,42.049657625178526,11.97292306364228,-324.3665648971725,-1765.4227288918014
320,30,30,2017-07-24,3,Temporally clustered,23.57046932537253,42.45290629565311,-1756.4686584313888,1772.9507475211376
321,30,30,2017-07-24,3,Temporally clustered,44.0248995467829,27.694410016026545,-96.17986732184595,-33.483337170471046
322,30,30,2017-07-24,3,Temporally clustered,60.45093451953485,42.245422553272725,1277.596496115398,1666.7123652262596
323,30,30,2017-07-25,3,Temporally clustered,42.08207048851733,28.532122904941847,-285.54478876927146,62.38269321833949
324,30,30,2017-07-25,3,Temporally clustered,62.2731273050706,41.08648006250302,1450.273078055697,1562.4713042191584
325,30,30,2017-07-26,3,Temporally clustered,41.86522918846856,29.39755805644748,-304.2379748542588,158.8194733783011
326,30,30,2017-07-26,3,Temporally clustered,62.27995057574552,40.53950087395858,1462.0851354816205,1502.6213133421634
327,30,30,2017-07-27,3,Temporally clustered,25.085892103964586,26.236364708816637,-1973.6600888170851,-35.96175703266295
328,30,30,2017-07-27,3,Temporally clustered,46.94395251082414,32.153508248063936,183.50093045752172,461.82029431024927
329,30,30,2017-07-28,3,Temporally clustered,23.63363939939763,23.55304693563728,-2163.142291476464,-308.9918131401044
330,30,30,2017-07-28,3,Temporally clustered,47.30887204665524,31.636462493848065,219.12644740035282,405.14474478610316
331,30,30,2017-07-29,3,Temporally clustered,23.60861392441017,22.48318474234678,-2183.9024658451776,-427.0957344532869
332,30,30,2017-07-29,3,Temporally clustered,47.40465351242512,30.38720198904812,231.1401457494356,266.8809937308995
333,30,30,2017-07-29,3,Temporally clustered,68.10960111821788,36.41467881898173,2052.371119115898,1141.8647686760967
334,30,30,2017-07-30,3,Temporally clustered,23.08751893505645,20.93969689211425,-2262.110447508581,-589.0494013731247
335,30,30,2017-07-30,3,Temporally clustered,21.37209705470668,43.04032006871943,-1914.5866758650466,1874.2367092378224
336,30,30,2017-07-30,3,Temporally clustered,46.821325652000354,29.692019896411463,176.2844859996904,188.84957186624405
337,30,30,2017-07-30,3,Temporally clustered,67.52959640368287,35.44243145512569,2025.8865803922263,1024.6915885301169
338,31,31,2017-08-01,4,Mixed,21.947205080736843,41.68968881392838,-1907.379097815065,1717.3110460935638
339,31,31,2017-08-01,4,Mixed,45.14642496180935,30.13459184515621,14.111824418509297,236.58244789617794
340,31,31,2017-08-01,4,Mixed,68.47898165134617,35.290430471979626,2112.900184071643,1025.2458435783437
341,31,31,2017-08-02,4,Mixed,42.012647188215205,31.673626376922087,-283.3863359364684,410.6945595250987
342,31,31,2017-08-02,4,Mixed,25.1560124734469,21.72011774481352,-2040.2610362075673,-537.3106289676844
343,31,31,2017-08-03,4,Mixed,41.31107436513294,32.43646220573333,-347.0965657054146,497.0804983415382
344,31,31,2017-08-03,4,Mixed,25.291161166835632,21.49142792942014,-2030.0298116720994,-564.7917612755499
345,31,31,2017-08-04,4,Mixed,40.57032997084418,33.08304115303832,-413.83730336780786,571.0956117217386
346,31,31,2017-08-04,4,Mixed,25.495675128141524,21.306789087517487,-2012.0205969345593,-588.466218976965
347,31,31,2017-08-05,4,Mixed,40.94010109936584,33.515528953913325,-377.5190690237994,617.75262483194
348,31,31,2017-08-06,4,Mixed,41.77282980430426,34.295934913594,-297.5121099333451,701.7764946202492
349,31,31,2017-08-07,4,Mixed,43.29567123294514,35.32484329639765,-155.29282944727902,812.7330148107488
350,31,31,2017-08-07,4,Mixed,68.58934513653203,34.29442796594231,2147.475029384939,917.8523175227429
351,31,31,2017-08-08,4,Mixed,43.21836935831347,35.48476896667921,-162.0300236717398,830.5426055812527
352,31,31,2017-08-08,4,Mixed,68.60517671572354,34.33259545508654,2147.9331729140845,922.3451379176227
353,31,31,2017-08-09,4,Mixed,42.01481956885417,34.99953168686216,-272.997281348643,779.0862335413599
