"grid_id","lon","lat","x_km","y_km","n_days","mean_tmax","std_tmax","cv_tmax","mean_tmax_z","cv_tmax_z","std_tmax_z","pred_intensity_x1e6_baseline","pred_intensity_x1e6_variant1","pred_intensity_x1e6_variant2","pred_intensity_x1e6_variant3"
531,50.5,20.5,574.548791478567,-818.086720101701,15738,41.2670813177634,3.28701158638578,0.0796521460065285,1.76969880218415,-0.805386458033416,-0.474418644402584,46.6842439509634,47.9660778599844,29.1320584780104,48.0820803395966
532,51.5,20.5,678.856445293179,-813.28859889649,15738,41.4334885476884,3.2386396394978,0.0781647829573957,1.79756065078908,-0.824224345987489,-0.502133330073069,46.7695885476106,47.9173913891203,29.1005933097569,48.0523087390611
533,52.5,20.5,783.086179264117,-807.69002475403,15738,41.5261005619033,3.18084422566402,0.0765986736684393,1.81306683955394,-0.844059578096013,-0.535247186980839,46.5792136112135,47.5483250379636,29.0856701994396,47.7022521312929
534,53.5,20.5,887.225976059112,-801.290642963905,15738,41.6650538226976,3.15076256571732,0.0756212287430407,1.83633202290661,-0.856439203902012,-0.552482460801842,46.489073401644,47.3815221989921,28.9476390106392,47.5476701832944
535,54.5,20.5,991.263805533702,-794.090047328626,15738,41.553825523487,3.17099366479511,0.0763105111225633,1.81770887753853,-0.847709241004431,-0.540891061493316,45.2246415728664,46.1523552625334,28.466138209303,46.3065245514705
536,55.5,20.5,1095.18762295664,-786.087779837938,15738,40.8544332146993,3.17709062235627,0.0777661167310765,1.7006084208355,-0.829273570322363,-0.53739781234324,41.8022796921551,42.611848215584,27.8384169241603,42.7390113112299
537,56.5,20.5,1198.98536721022,-777.283330302415,15738,40.0677049063352,3.15473037417208,0.0787349907249936,1.56888514756941,-0.817002497869899,-0.55020910669478,38.4137012419469,39.0314552557041,27.3202402875346,39.1394057722948
538,57.5,20.5,1302.6449589624,-767.676135946337,15738,39.2138047311036,3.1849231087358,0.0812194361290727,1.42591517314727,-0.785536270322202,-0.532910192720867,34.9490317014611,35.5339931392215,26.52034134232,35.6116325855727
539,58.5,20.5,1406.15429880758,-757.265580959868,15738,30.3378192066828,2.2882364353354,0.0754252116721477,-0.0602063434030356,-0.858921817424462,-1.04666642741941,16.719990119519,15.5877823273535,27.3271874315469,15.6443801658286
540,59.5,20.5,1509.50126537294,-746.050996010547,15738,26.6647106807649,1.65852419208146,0.06219921948292,-0.675201218954862,-1.02643287606436,-1.40745977991886,12.5960930951019,10.9794038508164,29.7084688295231,11.0438429487431
541,60.5,20.5,1612.67371338694,-734.031657714105,15738,27.143060651603,1.40612658425492,0.0518042752180153,-0.595110260925723,-1.15808788488367,-1.55207087818817,13.2901380773751,11.2841247560249,31.6447264944502,11.3710720523043
542,61.5,20.5,1715.65947170679,-721.206788064661,15738,27.4107604261305,1.29277099789224,0.0471629016413514,-0.550288827428969,-1.21687223846914,-1.6170179114823,13.5506147684921,11.3770751897887,32.3375785468204,11.4745084300963
543,62.5,20.5,1818.44634130142,-707.575553824319,15738,27.5651278793319,1.22880742482558,0.0445783320942591,-0.524442819340444,-1.24960656756654,-1.6536658125066,13.6051088390912,11.3530798167918,32.5591917594916,11.4559000035511
544,63.5,20.5,1921.02209318666,-693.13706587224,15738,27.7251915300888,1.17454757613968,0.0423639120712658,-0.49764308710194,-1.27765284470159,-1.68475396891966,13.6516022142005,11.3350099986789,32.6949565323544,11.4425869481218
545,64.5,20.5,2023.37446630882,-677.890378513244,15738,27.8299185557383,1.12960522994504,0.0405895988406377,-0.480108461143632,-1.30012504061468,-1.71050366638302,13.6179671597843,11.2601151893566,32.7272791359144,11.3709089402627
546,65.5,20.5,2125.49116537338,-661.834488746051,15738,27.9459118430414,1.07838899899714,0.0385884348685394,-0.460687505626951,-1.3254703675045,-1.73984798335324,13.6061070330112,11.1971908494377,32.8132559624749,11.3117780038816
547,66.5,20.5,2227.35985861478,-644.968335491255,15738,28.0391742404769,1.03693331455584,0.0369815924557057,-0.445072422081284,-1.34582149653816,-1.76359999950026,13.5530599925055,11.1116062653343,32.8060616740528,11.2288897013646
548,67.5,20.5,2328.96817550377,-627.29079877918,15738,28.0824393753418,1.00300275100169,0.0357163684249735,-0.437828466166488,-1.36184592886599,-1.7830405009484,13.4308936607879,10.9766133295636,32.7181870585906,11.0952154923201
549,68.5,20.5,2430.30370438812,-608.800698897764,15738,28.1107918698961,0.973559765100212,0.0346329541197592,-0.433081359257728,-1.37556768785507,-1.79990984675642,13.2863202512403,10.8285532241025,32.5878045664705,10.9478773670728
550,69.5,20.5,2531.35399006297,-589.496795500678,15738,28.1441288174964,0.959632536049581,0.0340970773077547,-0.427499696805879,-1.38235472438096,-1.80788944650858,13.1278494348907,10.6873375344697,32.3300657584737,10.8063709735482
551,20.5,21.5,-2512.87324628146,-478.608986143841,15738,35.0234632173326,3.14926778360052,0.0899187999786955,0.724319089177147,-0.675356283286457,-0.553338895557483,47.7597524088472,47.1006499231832,41.7275476020694,47.1454144971687
552,21.5,21.5,-2412.59012194216,-497.941121442145,15738,35.9367353926773,3.19825904912829,0.0889969279118212,0.8772298196546,-0.687032062588552,-0.525269371545026,50.8280301097911,50.3624893000463,41.5128863599209,50.4173379981162
553,22.5,21.5,-2312.02011306216,-516.458441427955,15738,35.6758492511357,3.21087252119996,0.0900012918710756,0.833549204443141,-0.674311499347067,-0.518042488275489,48.7896128261691,48.3923288698814,40.729754127397,48.4358969950195
554,23.5,21.5,-2211.17575227417,-534.162163525366,15738,35.2718288187969,3.19045753943438,0.0904534198049331,0.765903368837317,-0.668585166852872,-0.529739243089019,46.3533553103254,45.8974110576108,40.1208148519252,45.9364796487596
555,24.5,21.5,-2110.06952767162,-551.053445949217,15738,35.3424791505004,3.14122155123409,0.0888794908205983,0.777732475341272,-0.68851943769001,-0.557948980848942,46.081524487115,45.4529594271602,40.1025012363366,45.5078607736744
556,25.5,21.5,-2008.71388528137,-567.133388536253,15738,34.8494740190553,3.16632918980476,0.0908573021237982,0.695187778575555,-0.663469879180607,-0.543563570385187,43.2656522143768,42.7618546703733,39.0708060361845,42.7973781244121
557,26.5,21.5,-1907.12123146609,-582.403033540116,15738,34.2786343105867,3.3365231421952,0.0973353579948411,0.599611104760301,-0.581423407251595,-0.446051020302345,39.8356178298696,39.9460953183918,36.8504356071399,39.9263868663854
558,27.5,21.5,-1805.30393526036,-596.863366389842,15738,35.4279602989791,3.47281603043957,0.0980247240070335,0.792044730996056,-0.572692385121794,-0.367962069994786,43.0329567294721,43.640038080023,36.2374617212948,43.6055296308196
559,28.5,21.5,-1703.27433064436,-610.515316411601,15738,36.0955142314347,3.52700948803629,0.0977132356508915,0.903814433611111,-0.576637476238198,-0.336911952327035,44.7921492059935,45.6302559333742,35.8927451048186,45.593702917314
560,29.5,21.5,-1601.04471875887,-623.359757513427,15738,36.7866756129195,3.49206056871982,0.0949273211166004,1.01953677200465,-0.611921898476061,-0.356935920260807,47.051883816925,47.813861593246,36.1912199105629,47.8023278814784
561,30.5,21.5,-1498.62737006542,-635.397508832715,15738,37.5016977189229,3.43329967281861,0.0915505132207975,1.13925415252732,-0.654690157927342,-0.390602949693999,49.6088398200414,50.2108852412701,36.6479687110482,50.2349710579758
562,31.5,21.5,-1396.03452645496,-646.629335346326,15738,38.0641435335212,3.37284046650464,0.088609388085518,1.23342542226052,-0.691940367813627,-0.42524302533038,51.5802506078241,52.000923166157,36.9940971981284,52.06018054261
563,32.5,21.5,-1293.2784033088,-657.055948443109,15738,37.0741753823604,3.21097949077334,0.0866095997458408,1.06767335269124,-0.71726827191657,-0.517981200105522,47.0087344306183,46.7586501569044,37.0909153906956,46.8382152410423
564,33.5,21.5,-1190.3711915151,-666.678006458726,15738,39.0755647070784,3.09034290944387,0.0790863275453587,1.40276940825311,-0.812552714301566,-0.587099876259927,55.8251459403332,55.2016752803027,38.6987712501476,55.3906579221584
565,34.5,21.5,-1087.32505944431,-675.496115172639,15738,38.4838308874148,2.90646317463186,0.0755242684423695,1.30369439747789,-0.857667234463282,-0.692453689355125,52.8289910052769,51.4688159501166,39.2395392196193,51.6908889089258
566,35.5,21.5,-984.152154886933,-683.510828267182,15738,38.1498146659462,2.82966584995447,0.0741724664911761,1.24776948725406,-0.874788201470984,-0.736454682713882,50.7492240476692,49.1273003770033,39.1588668404071,49.355940742232
567,36.5,21.5,-880.864606956724,-690.722647748606,15738,37.8133521207877,2.97400120319403,0.0786494990894789,1.19143498484893,-0.818085274433278,-0.65375780562856,47.9229427969491,46.8818699784335,37.4701772875934,47.0505941641023
568,37.5,21.5,-777.474527962617,-697.132024330042,15738,31.1935165447449,2.4547191897258,0.0786932498041597,0.0830645330816183,-0.817531158838199,-0.951280206596583,27.1909382505711,25.2536454599313,37.0188027523154,25.3481046538866
569,38.5,21.5,-673.994015252459,-702.739357776306,15738,29.9169046242244,2.05458107466631,0.0686762584723644,-0.130680795608956,-0.94439928323815,-1.18053916343238,24.7678054993941,22.1230409374847,39.3242132957165,22.2484820032178
570,39.5,21.5,-570.435153031648,-707.544997210512,15738,35.3553000610231,2.14110302940109,0.0605596056519263,0.779879102432677,-1.04719906469209,-1.13096644756416,39.2068598362792,35.7099835032202,41.2047793704498,35.98592203934
571,40.5,21.5,-466.810014159723,-711.54924138243,15738,34.2537446667391,2.87688309493681,0.0839874040904588,0.595443788898926,-0.750479146678143,-0.709401582991797,32.8809910863955,31.7855589171697,34.3927369947769,31.8674798647352
572,41.5,21.5,-363.130661927919,-714.752338898572,15738,35.7128696181084,3.02657901385508,0.0847475726879264,0.839747588133299,-0.74085138910164,-0.623633372161209,36.4391977518286,35.7179119531412,33.8033851098676,35.8015487191707
573,42.5,21.5,-259.409151820664,-717.154488413962,15738,37.4349383823086,3.18676368828997,0.0851280602026048,1.1280765220208,-0.736032403465541,-0.531855633475743,41.3203462428513,41.1088806765008,33.3152028611258,41.1978658727821
574,43.5,21.5,-155.65753326397,-718.755838785583,15738,38.6304170029456,3.33262398239584,0.0862694281074346,1.32823756282202,-0.721576645190456,-0.448285042192525,44.7496193797957,45.0993947744584,32.6544481480871,45.1818448672461
575,44.5,21.5,-51.8878513636598,-719.556489187477,15738,38.2284846913634,3.42908076533365,0.0896996256330387,1.26094134486451,-0.678132190465472,-0.393020170879849,42.1561423293626,42.7823776370443,31.4829711818115,42.8271159326817
576,45.5,21.5,51.8878513636598,-719.556489187477,15738,39.1503755452142,3.49226850445572,0.0892014049883774,1.41529511550205,-0.684442300620493,-0.356816783572482,44.8413469835384,45.7810633421221,31.2254921405756,45.8313911215597
577,46.5,21.5,155.65753326397,-718.755838785583,15738,39.471529176993,3.61961304462199,0.0917018701857586,1.46906642021988,-0.652773177706092,-0.283854785356158,44.9807185816219,46.3832841525558,30.3077521766476,46.4048841064804
578,47.5,21.5,259.409151820665,-717.154488413962,15738,40.682043255292,3.62744367293036,0.0891657198771227,1.67174487354742,-0.684894262989623,-0.27936823031484,49.29862147382,50.9554761145138,30.5048041839674,51.0066076729663
579,48.5,21.5,363.130661927919,-714.752338898572,15738,41.5160734101738,3.58087522164456,0.0862527432752598,1.81138797630051,-0.721787963468952,-0.306049603974163,52.4237059005185,54.0927365557326,30.7866639594847,54.1849659298857
580,49.5,21.5,466.810014159723,-711.54924138243,15738,41.4148808324302,3.53813245283881,0.0854314290352431,1.79444512903176,-0.732190148488634,-0.330539054541057,51.2649204602472,52.7376161614669,30.6060896080285,52.8399124052178
581,50.5,21.5,570.435153031648,-707.544997210512,15738,41.442876109357,3.48275065723974,0.0840373782951179,1.79913242637899,-0.749846208762607,-0.36227002994401,50.757374922616,52.0245634999108,30.5524714571474,52.145010366421
582,51.5,21.5,673.994015252459,-702.739357776306,15738,41.7191542219307,3.42214720441176,0.0820282018711881,1.84539014576328,-0.775293015697888,-0.396992751557083,51.3945514258353,52.4940729299529,30.6345045109779,52.6432304119123
583,52.5,21.5,777.474527962618,-697.132024330042,15738,41.7393061330894,3.35798411894362,0.080451364194613,1.84876421489512,-0.795264125972814,-0.433754963123966,50.8795708667175,51.7473596896607,30.6211631667699,51.9165103176746
584,53.5,21.5,880.864606956724,-690.722647748606,15738,41.8306814270805,3.29382960889133,0.0787419543865944,1.86406333746665,-0.816914301059401,-0.470512261410116,50.6883566349028,51.3430149411509,30.6370963075406,51.534528541345
585,54.5,21.5,984.152154886933,-683.510828267182,15738,41.9052593285981,3.28574409972471,0.0784088716397077,1.87655004373713,-0.82113289144925,-0.475144850326947,50.2261607069166,50.8640091747905,30.3503791512901,51.0588395879583
586,55.5,21.5,1087.32505944431,-675.496115172639,15738,41.5331769001076,3.28682826284306,0.0791374151500205,1.81425164302562,-0.811905674849414,-0.474523679545663,47.8066112026113,48.3820948239868,29.8370990713808,48.5592192005994
587,56.5,21.5,1190.3711915151,-666.678006458726,15738,41.1324344670883,3.26450493106918,0.079365711593882,1.74715464848161,-0.80901423362914,-0.487313822656169,45.4613705578606,45.9013970363662,29.438480430329,46.0678029721253
588,57.5,21.5,1293.2784033088,-657.055948443109,15738,40.7692601611978,3.29149087673838,0.0807346236778428,1.68634775005245,-0.79167656178657,-0.47185223696737,43.2229174677236,43.6970475718958,28.8073172011427,43.8411176924596
589,58.5,21.5,1396.03452645496,-646.629335346326,15738,38.939943915326,3.39214207106636,0.0871121457812701,1.38006218592154,-0.710903379422637,-0.414184179495564,35.8540934142169,36.4020712716818,27.1899149905036,36.4679751702454
590,59.5,21.5,1498.62737006542,-635.397508832715,15738,29.9812166677192,2.15683654546489,0.0719395936919118,-0.119912919596992,-0.903068188413485,-1.12195193646313,17.5059650772571,15.8487816482185,29.976990513842,15.9335772579052
591,60.5,21.5,1601.04471875887,-623.359757513426,15738,26.9765923190168,1.50637395059159,0.0558400383850442,-0.622982340054269,-1.10697376422968,-1.49463419378618,14.0586529892206,11.8635176892566,33.2713741717458,11.9589261069586
592,61.5,21.5,1703.27433064436,-610.515316411601,15738,27.368690550956,1.31478177850235,0.0480396303964357,-0.557332658958813,-1.20576821241174,-1.60440684442345,14.6167209725345,12.0974358833497,34.7830850380238,12.2118284692651
593,62.5,21.5,1805.30393526036,-596.863366389842,15738,27.5688028674914,1.24067527335405,0.0450028707926609,-0.523827509754617,-1.24422966080708,-1.64686613391783,14.7507775343621,12.1222866394652,35.1358175784071,12.2439349079339
594,63.5,21.5,1907.12123146609,-582.403033540116,15738,27.7198956559007,1.17414116922375,0.0423573444791742,-0.498529784422274,-1.27773602517593,-1.6849868195832,14.8086897572957,12.093114757907,35.3921579483241,12.2206141174114
595,64.5,21.5,2008.71388528137,-567.133388536253,15738,27.8742410998163,1.12018442573163,0.0401870824651442,-0.472687461386323,-1.30522302821471,-1.71590131200895,14.850329736944,12.0675850135634,35.5284229015661,12.2000051458884
596,65.5,21.5,2110.06952767162,-551.053445949217,15738,28.0149055773761,1.07234169811833,0.0382775410453039,-0.449135766068571,-1.32940792868779,-1.74331278172903,14.8638977694361,12.0271241045243,35.5982359409019,12.1637296549728
597,66.5,21.5,2211.17575227417,-534.162163525366,15738,28.1024584536904,1.03887208649927,0.0369673026369279,-0.43447663746042,-1.34600248127164,-1.76248918096894,14.7861744928026,11.9289955216193,35.5144059919187,12.0676883967831
598,67.5,21.5,2312.02011306216,-516.458441427955,15738,28.1366372627775,1.00781382540302,0.0358185598367961,-0.428754020692446,-1.3605516447523,-1.78028399798856,14.6368758979784,11.7743310417576,35.3895447860852,11.91390588409
599,68.5,21.5,2412.59012194216,-497.941121442145,15738,28.1579003629152,0.989567629053112,0.0351435162529519,-0.42519390327942,-1.36910126913888,-1.79073814815313,14.4536321704261,11.6080184419882,35.1448912978588,11.7472485830034
600,69.5,21.5,2512.87324628146,-478.608986143841,15738,28.5072900059717,0.995074231169574,0.0349059567205836,-0.366694994648092,-1.37211003008382,-1.78758314289516,14.6486914202729,11.7909770473182,34.7920190162828,11.9341279220958
601,20.5,22.5,-2493.83735604961,-367.742054130136,15738,34.7778945990235,3.36524490567804,0.0967639054772603,0.683203113215437,-0.588661020491708,-0.42959489856153,49.7824223991896,49.1638523959291,42.9928226791807,49.1894578576169
602,21.5,22.5,-2394.34360952851,-387.095335560014,15738,35.2850810963675,3.3599997763809,0.0952243744942619,0.768122220455177,-0.608159630583209,-0.432600093082805,51.3141407169338,50.6611269781516,42.9625422597167,50.7020492187443
603,22.5,22.5,-2294.56139464798,-405.633105278773,15738,35.2990972402817,3.42782751356412,0.0971080787202806,0.770468967528238,-0.584301965725231,-0.393738220929375,50.2661334219696,49.9126057716715,41.8856770354498,49.9326973766144
